id,site,job_url,job_url_direct,title,company,date_posted,level,job_group,remote,city,state,country,city_state,max_salary,min_salary,mean_salary,skills,experience,education,programming_languages,languages
in-95e9a78d06dbbe6b,indeed,https://www.indeed.com/viewjob?jk=95e9a78d06dbbe6b,http://www.indeed.com/job/guidewire-business-analyst-95e9a78d06dbbe6b,Guidewire Business Analyst,Vminds Technologies Inc,2024-12-11,Mid-Level,Business Analyst,On Site,San Antonio,TX,US,"San Antonio,TX",,,,,10,,,
in-aafb3b9d48e78b14,indeed,https://www.indeed.com/viewjob?jk=aafb3b9d48e78b14,http://www.indeed.com/job/public-health-analyst-aafb3b9d48e78b14,Public Health Analyst,Xyber IT,2024-12-11,Mid-Level,Analyst,On Site,Nashville,TN,US,"Nashville,TN",71760.0,69920.0,70840.0,Artificial Intelligence,1,,,
in-d812719c0d70a5fe,indeed,https://www.indeed.com/viewjob?jk=d812719c0d70a5fe,http://www.indeed.com/job/policy-retention-analyst-d812719c0d70a5fe,Policy Retention Analyst,Del Toro Insurance,2024-12-11,Mid-Level,Analyst,On Site,Miami,FL,US,"Miami,FL",36800.0,33120.0,34960.0,Excel,2,,,
in-5a549d4ee6582bc8,indeed,https://www.indeed.com/viewjob?jk=5a549d4ee6582bc8,http://www.indeed.com/job/business-analyst-5a549d4ee6582bc8,Business Analyst,Connvertex Technologies,2024-12-11,Mid-Level,Business Analyst,Hybrid,Phoenix,AZ,US,"Phoenix,AZ",128800.0,119600.0,124200.0,SQL,2,,SQL,
in-56b9bd3d6c4ecc98,indeed,https://www.indeed.com/viewjob?jk=56b9bd3d6c4ecc98,https://jobs.nationalgrid.com/USA/job/Brooklyn-Senior-Analyst-NY-11217/1241197000/?feedId=293900&utm_source=Indeed&utm_campaign=NationalGrid_Indeed,Senior Analyst,National Grid,2024-12-11,Senior,Analyst,On Site,Brooklyn,NY,US,"Brooklyn,NY",119000.0,94000.0,106500.0,"MBA, SAP Analytics Cloud, Bachelor, PowerPoint, SAP, Excel",3,MBA,,
in-7a9f9c33d926fab6,indeed,https://www.indeed.com/viewjob?jk=7a9f9c33d926fab6,https://bloomberg.wd1.myworkdayjobs.com/en-US/Bloombergindustrygroup_External_Career_Site/job/Arlington---1801-S-Bell-INDG/Senior-Sales-Operations-Data-Analyst_131834,Senior Sales Operations Data Analyst,Bloomberg Industry Group,2024-12-11,Senior,Data Analyst,On Site,Arlington,VA,US,"Arlington,VA",128771.0,101697.0,115234.0,"Salesforce, Bachelor, SQL, Tableau, Excel",4,Bachelor,SQL,
in-9d2b9af3d4648d1c,indeed,https://www.indeed.com/viewjob?jk=9d2b9af3d4648d1c,http://www.indeed.com/job/brightree-business-analyst-9d2b9af3d4648d1c,Brightree Business Analyst,RehabTECH Supply,2024-12-11,Mid-Level,Business Analyst,Hybrid,Elmhurst,IL,US,"Elmhurst,IL",85000.0,75000.0,80000.0,"Bachelor, SQL, Office",2,Bachelor,SQL,
in-6d80937989cc00ee,indeed,https://www.indeed.com/viewjob?jk=6d80937989cc00ee,https://jobs.smartrecruiters.com/EnviriCorporation/744000031320693-data-governance-senior-analyst,Data Governance Senior Analyst,Clean Earth,2024-12-11,Senior,Data Analyst,On Site,King of Prussia,PA,US,"King of Prussia,PA",97000.0,84000.0,90500.0,"Office, Databricks, Bachelor, ERP, Azure",5,Bachelor,,
in-db500bdb047384f4,indeed,https://www.indeed.com/viewjob?jk=db500bdb047384f4,https://www.governmentjobs.com/careers/annearundel/jobs/4752852/research-and-data-analyst,Research and Data Analyst,"Anne Arundel County, MD",2024-12-11,Mid-Level,Data Analyst,On Site,,MD,US,,,,,"Tableau, PowerPoint, Excel, Office",4,,,
in-1ba5b36a9a91f330,indeed,https://www.indeed.com/viewjob?jk=1ba5b36a9a91f330,https://pm.healthcaresource.com/CS/wph/#/job/18400?source=Indeed,Oncology Data Analyst,White Plains Hospital,2024-12-11,Mid-Level,Data Analyst,On Site,White Plains,NY,US,"White Plains,NY",92362.0,72943.0,82652.5,"Bachelor, PowerPoint, Excel, Office",4,Bachelor,,
in-9c5289177f715fab,indeed,https://www.indeed.com/viewjob?jk=9c5289177f715fab,https://pm.healthcaresource.com/CS/randolph/#/job/7164?source=Indeed,Quality and Patient Experience Analyst,Randolph Health,2024-12-11,Mid-Level,Analyst,On Site,Asheboro,NC,US,"Asheboro,NC",72673.0,57394.0,65033.5,"Master, Office, Bachelor, PowerPoint, Excel",3,Master,,
in-866dd9fe5d6c9ba9,indeed,https://www.indeed.com/viewjob?jk=866dd9fe5d6c9ba9,https://pm.healthcaresource.com/CS/mhcc/#/job/8192?source=Indeed,Business Intelligence Analyst,Memorial Healthcare,2024-12-11,Mid-Level,Business Intelligence,On Site,Owosso,MI,US,"Owosso,MI",78646.0,62111.0,70378.5,"Python, Bachelor, SQL, Word, Tableau, Excel",0,Bachelor,"Python, SQL",
in-85aded64e9a84179,indeed,https://www.indeed.com/viewjob?jk=85aded64e9a84179,https://pm.healthcaresource.com/CS/comhs/#/job/36243?source=Indeed,Lead Health Information Management Analyst - Release of Information,Powers Health,2024-12-11,Lead,Analyst,On Site,East Chicago,IN,US,"East Chicago,IN",61369.0,48466.0,54917.5,Office,2,,,
in-ec83d10f2713c982,indeed,https://www.indeed.com/viewjob?jk=ec83d10f2713c982,https://pm.healthcaresource.com/CS/uhs/#/job/11450?source=Indeed,Business Analyst Intern,Froedtert South,2024-12-11,Junior,Business Analyst,On Site,Kenosha,WI,US,"Kenosha,WI",44602.0,35224.0,39913.0,,0,,,
in-9ddd1b429ab7e0d2,indeed,https://www.indeed.com/viewjob?jk=9ddd1b429ab7e0d2,https://pm.healthcaresource.com/CS/comhs/#/job/35947?source=Indeed,Value Analysis Analyst,Powers Health,2024-12-11,Mid-Level,Analyst,On Site,Munster,IN,US,"Munster,IN",82329.0,65019.0,73674.0,"Oracle, Bachelor, PowerPoint, ERP, Excel",3,Bachelor,,
in-3b07267a73f09e68,indeed,https://www.indeed.com/viewjob?jk=3b07267a73f09e68,https://careers.spartanburgregional.com/jobs/1946444-patient-experience-and-support-analyst?tm_job=62406-59076&tm_event=view&tm_company=162&bid=326,Patient Experience and Support Analyst,Spartanburg Regional Healthcare System,2024-12-11,Mid-Level,Analyst,On Site,Spartanburg,SC,US,"Spartanburg,SC",,,,Bachelor,2,Bachelor,,
in-19358df57847ff64,indeed,https://www.indeed.com/viewjob?jk=19358df57847ff64,https://pm.healthcaresource.com/CS/hov/#/job/6585?source=Indeed,Senior Business Analyst (Hybrid role),Hospice of the Valley,2024-12-11,Senior,Business Analyst,Hybrid,Phoenix,AZ,US,"Phoenix,AZ",111465.0,88030.0,99747.5,"Agile, Bachelor",6,Bachelor,,
in-87bcf7b0233d67e5,indeed,https://www.indeed.com/viewjob?jk=87bcf7b0233d67e5,https://pm.healthcaresource.com/CS/spearehospital/#/job/1494?source=Indeed,Health System Data Analyst,Speare Memorial Hospital,2024-12-11,Mid-Level,Data Analyst,On Site,Plymouth,NH,US,"Plymouth,NH",77715.0,61375.0,69545.0,"Bachelor, Tableau, Power BI, SQL",0,Bachelor,SQL,
in-a2c6bbef6c7be0c4,indeed,https://www.indeed.com/viewjob?jk=a2c6bbef6c7be0c4,https://www.tidalhealthcareers.org/jobs/1934404-analyst-senior-financial?tm_job=31386-27183&tm_event=view&tm_company=382&bid=326,Analyst - Senior Financial,TidalHealth,2024-12-11,Senior,Financial Analyst,On Site,Salisbury,MD,US,"Salisbury,MD",100464.0,64812.0,82638.0,Bachelor,0,Bachelor,,
in-65ddb71744df506d,indeed,https://www.indeed.com/viewjob?jk=65ddb71744df506d,https://pm.healthcaresource.com/CS/cpgh/#/job/7355?source=Indeed,Quality Data Analyst,Central Peninsula Hospital,2024-12-11,Mid-Level,Data Analyst,On Site,Soldotna,AK,US,"Soldotna,AK",96973.0,76584.0,86778.5,Bachelor,2,Bachelor,,
in-604b7c57a4634d9e,indeed,https://www.indeed.com/viewjob?jk=604b7c57a4634d9e,https://pm.healthcaresource.com/CS/chc/#/job/17629?source=Indeed,340B Analyst,Med Center Health,2024-12-11,Mid-Level,Analyst,On Site,Bowling Green,KY,US,"Bowling Green,KY",69636.0,54995.0,62315.5,,0,,,
in-99949007db18f3fd,indeed,https://www.indeed.com/viewjob?jk=99949007db18f3fd,https://careers.bryanhealth.com/jobs/1894529-senior-healthcare-data-analyst?tm_job=31692-31237&tm_event=view&tm_company=156&bid=326,Senior Healthcare Data Analyst,Bryan Health,2024-12-11,Senior,Data Analyst,Hybrid,Lincoln,NE,US,"Lincoln,NE",,,,"Excel, Bachelor, SQL, PowerPoint, Power BI",5,Bachelor,SQL,
in-5068957d559a9f94,indeed,https://www.indeed.com/viewjob?jk=5068957d559a9f94,https://pm.healthcaresource.com/CS/umcelpaso/#/job/7706?source=Indeed,"EDI Analyst/Programmer I, El Paso Health",University Medical Center of El Paso,2024-12-11,Mid-Level,Analyst,On Site,El Paso,TX,US,"El Paso,TX",74578.0,58898.0,66738.0,"Bachelor, VBA, Access, SQL",3,Bachelor,"VBA, SQL",
in-3fd2bbe5ef63eca2,indeed,https://www.indeed.com/viewjob?jk=3fd2bbe5ef63eca2,https://pm.healthcaresource.com/CS/randolph/#/job/7037?source=Indeed,Business Intelligence Analyst,Randolph Health,2024-12-11,Mid-Level,Business Intelligence,On Site,Asheboro,NC,US,"Asheboro,NC",67728.0,53488.0,60608.0,"Bachelor, Office",1,Bachelor,,
in-7b46c6e6baeec5bb,indeed,https://www.indeed.com/viewjob?jk=7b46c6e6baeec5bb,https://pm.healthcaresource.com/CS/Holyokehealth/#/job/8278?source=Indeed,Business Intelligence Analyst - Full Time,Valley Health Systems,2024-12-11,Mid-Level,Business Intelligence,On Site,Holyoke,MA,US,"Holyoke,MA",87073.0,68766.0,77919.5,"Bachelor, SQL",0,Bachelor,SQL,
in-0c235dcbb904d112,indeed,https://www.indeed.com/viewjob?jk=0c235dcbb904d112,https://pm.healthcaresource.com/CS/st-claire/#/job/2556?source=Indeed,Analytics Analyst,St. Claire HealthCare,2024-12-11,Mid-Level,Data Analyst,On Site,Morehead,KY,US,"Morehead,KY",81318.0,64221.0,72769.5,"Python, Bachelor, SQL, Tableau, Excel",3,Bachelor,"Python, SQL",
in-da9b9e4a6abc58f9,indeed,https://www.indeed.com/viewjob?jk=da9b9e4a6abc58f9,https://kootenaihealthcareers.hctsportals.com/jobs/1937308-healthcare-data-analyst-power-bi?tm_job=43364-31752&tm_event=view&tm_company=414&bid=326,Healthcare Data Analyst (Power BI),Kootenai Health,2024-12-11,Mid-Level,Data Analyst,Remote,Coeur d'Alene,ID,US,"Coeur d'Alene,ID",88850.0,70169.0,79509.5,"Master, SSRS, Bachelor, SQL, Qlik, Tableau, Power BI",4,Master,SQL,
in-6e60ed86981accec,indeed,https://www.indeed.com/viewjob?jk=6e60ed86981accec,https://pm.healthcaresource.com/CS/cho/#/job/12684?source=Indeed,Senior Pharmacy Compliance Analyst,UCSF Health,2024-12-11,Senior,Analyst,On Site,Oakland,CA,US,"Oakland,CA",154542.0,108492.0,131517.0,"Master, Bachelor",8,Master,,
in-f4104ea3ec589d95,indeed,https://www.indeed.com/viewjob?jk=f4104ea3ec589d95,https://careers.beaconhealthsystem.org/jobs/1853010-financial-analyst-managed-care?tm_job=212867-26839&tm_event=view&tm_company=358&bid=326,Healthcare Data Analyst,Beacon Health System,2024-12-11,Mid-Level,Data Analyst,On Site,Granger,IN,US,"Granger,IN",72643.0,57370.0,65006.5,"Bachelor, VBA, PowerPoint, Excel",5,Bachelor,VBA,
in-17860d506526b97e,indeed,https://www.indeed.com/viewjob?jk=17860d506526b97e,https://pm.healthcaresource.com/CS/rmcm/#/job/34552?source=Indeed,Healthcare Data Analyst,Regional One Health,2024-12-11,Mid-Level,Data Analyst,Remote,Memphis,TN,US,"Memphis,TN",72178.0,57002.0,64590.0,"Master, Office, Python, Bachelor, SQL",3,Master,"Python, SQL",
in-931a20149aa4e442,indeed,https://www.indeed.com/viewjob?jk=931a20149aa4e442,https://jobsnationaljewish.hctsportals.com/jobs/1938123-bioinformatics-analyst-ii-seibold-lab?tm_job=18884-15754&tm_event=view&tm_company=168&bid=326,Bioinformatics Analyst II - Seibold Lab,National Jewish Health,2024-12-11,Mid-Level,Analyst,Remote,Denver,CO,US,"Denver,CO",73000.0,65000.0,69000.0,"Master, Matlab, Python, Bachelor, PhD, Java, R, C++",2,PhD,"Python, Java, R, C++",
in-21566d2425dc86a7,indeed,https://www.indeed.com/viewjob?jk=21566d2425dc86a7,https://pm.healthcaresource.com/CS/eogh/#/job/2762?source=Indeed,Senior Quality Analyst,CareWell Health,2024-12-11,Senior,Analyst,On Site,East Orange,NJ,US,"East Orange,NJ",124122.0,98025.0,111073.5,Master,2,Master,,
in-57ec48ba1e4e944c,indeed,https://www.indeed.com/viewjob?jk=57ec48ba1e4e944c,https://pm.healthcaresource.com/CS/rmcm/#/job/33809?source=Indeed,Financial Analyst,Regional One Health,2024-12-11,Mid-Level,Financial Analyst,On Site,Memphis,TN,US,"Memphis,TN",73370.0,57944.0,65657.0,"Bachelor, Excel",2,Bachelor,,
in-3078df94b4c18086,indeed,https://www.indeed.com/viewjob?jk=3078df94b4c18086,https://pm.healthcaresource.com/CS/ghs/#/job/4729?source=Indeed,Systems Analyst - Healthcare Analytics,General Health System (Baton Rouge General Med. Ctr.),2024-12-11,Mid-Level,Data Analyst,On Site,Baton Rouge,LA,US,"Baton Rouge,LA",67214.0,53083.0,60148.5,"SQL, Tableau, SSIS, SSRS",1,,SQL,
in-1f6092b1376dbef7,indeed,https://www.indeed.com/viewjob?jk=1f6092b1376dbef7,https://www.att.jobs/job/-/lead-tech-business-analysis/117/74328850304?utm_source=indeed.com_organic&utm_medium=organic&utm_campaign=organic&utm_content=job_aggregator&utm_term=130398638,Lead Tech Business Analysis,AT&T,2024-12-11,Lead,Business Analyst,On Site,Dallas,TX,US,"Dallas,TX",178200.0,118800.0,148500.0,"Agile, Bachelor",6,Bachelor,,
in-c27b7516a34d8edd,indeed,https://www.indeed.com/viewjob?jk=c27b7516a34d8edd,https://www.takedajobs.com/job/-/-/1113/74349057408,2025 U.S Summer Internship Program: Digital Analyst Intern,Takeda Pharmaceuticals,2024-12-11,Junior,Analyst,Hybrid,Thousand Oaks,CA,US,"Thousand Oaks,CA",84640.0,38640.0,61640.0,"Office, Agile, Bachelor, PowerPoint, Artificial Intelligence, Excel",0,Bachelor,,
in-2479500ea7c45cc4,indeed,https://www.indeed.com/viewjob?jk=2479500ea7c45cc4,https://arcareers.arkansas.gov/job/Little-Rock-FISCAL-SUPPORT-ANALYST-AR-72209/1240873100/,FISCAL SUPPORT ANALYST,State of Arkansas,2024-12-11,Mid-Level,Analyst,On Site,Little Rock,AR,US,"Little Rock,AR",51686.0,32405.0,42045.5,,3,,,
in-b0ed9a4a2cf236a1,indeed,https://www.indeed.com/viewjob?jk=b0ed9a4a2cf236a1,https://recruiterflow.com/realtatechnologies/jobs/227,DATA ANALYST/ENGINEER,Réalta Technologies (RT),2024-12-11,Mid-Level,Data Analyst,Remote,,,US,,109650.0,86596.0,98123.0,"VBA, Google Cloud, Azure, Python, AWS, Bachelor, SQL, Java, Tableau, Excel",3,Bachelor,"VBA, Python, SQL, Java",
in-fbace23408418147,indeed,https://www.indeed.com/viewjob?jk=fbace23408418147,https://www.uline.jobs/JobDetails?source=1-INDEED&jobid=R249277,Business Analyst,Uline,2024-12-11,Mid-Level,Business Analyst,On Site,Pleasant Prairie,WI,US,"Pleasant Prairie,WI",83196.0,65704.0,74450.0,"Bachelor, Excel, SQL",3,Bachelor,SQL,
in-66d3d6db596cc30d,indeed,https://www.indeed.com/viewjob?jk=66d3d6db596cc30d,https://jobs.myflorida.com/job/TALLAHASSEE-CRIMINAL-JUSTICE-INFORMATION-ANALYST-I-71001025-FL-32301/1240974700/,CRIMINAL JUSTICE INFORMATION ANALYST I,State of Florida,2024-12-11,Mid-Level,Analyst,On Site,Tallahassee,FL,US,"Tallahassee,FL",,,,,0,,,
in-3324a94bd8433902,indeed,https://www.indeed.com/viewjob?jk=3324a94bd8433902,https://jobs.myflorida.com/job/TALLAHASSEE-OPS-CRIMINAL-JUSTICE-INFO-ANALYST-II-71900111-FL-32301/1240967100/,OPS CRIMINAL JUSTICE INFO ANALYST II,State of Florida,2024-12-11,Mid-Level,Analyst,On Site,Tallahassee,FL,US,"Tallahassee,FL",,,,,0,,,
in-bdb1df914cc370df,indeed,https://www.indeed.com/viewjob?jk=bdb1df914cc370df,https://jobs.myflorida.com/job/TALLAHASSEE-GOVERNMENT-ANALYST-II-43005120-FL-32399/1240980300/,GOVERNMENT ANALYST II,State of Florida,2024-12-11,Mid-Level,Analyst,Remote,Tallahassee,FL,US,"Tallahassee,FL",,,,"PowerPoint, Excel, Word",0,,,
in-792a8d0704e96b96,indeed,https://www.indeed.com/viewjob?jk=792a8d0704e96b96,https://talent.lowes.com/us/en/job/JR-01953973/Analyst-Sourcing-Process-Analytics?utm_source=617IndeedOrganic,"Analyst, Sourcing Process & Analytics",Lowe's Home Improvement,2024-12-11,Mid-Level,Data Analyst,On Site,Mooresville,NC,US,"Mooresville,NC",,,,"Bachelor, PowerPoint, Excel",3,Bachelor,,
in-06b71deb77b621c1,indeed,https://www.indeed.com/viewjob?jk=06b71deb77b621c1,https://jobs.smartrecruiters.com/Verisk/744000031293739-risk-analyst,Risk Analyst,Verisk,2024-12-11,Mid-Level,Financial Analyst,Hybrid,Boston,MA,US,"Boston,MA",97041.0,76638.0,86839.5,"Bachelor, Spanish",0,Bachelor,,Spanish
in-75dddd4195ac2061,indeed,https://www.indeed.com/viewjob?jk=75dddd4195ac2061,https://careers.hcahealthcare.com/en/jobs/15042230-senior-business-analyst?tm_job=1-INFOR-2593017&tm_event=view&tm_company=2537,Senior Business Analyst,HCA Healthcare,2024-12-11,Senior,Business Analyst,On Site,Nashville,TN,US,"Nashville,TN",,,,"Bachelor, SQL, CSS, PowerPoint, Agile, Excel",0,Bachelor,"SQL, CSS",
in-cc4c29fe0ccbeb38,indeed,https://www.indeed.com/viewjob?jk=cc4c29fe0ccbeb38,https://careers.hcahealthcare.com/en/jobs/14768970-supply-chain-cost-analyst?tm_job=1-INFOR-2437049&tm_event=view&tm_company=2537,Supply Chain Cost Analyst,HealthTrust,2024-12-11,Mid-Level,Analyst,On Site,Nashville,TN,US,"Nashville,TN",,,,"Office, Bachelor, Qlik, PowerPoint, Tableau, Excel",3,Bachelor,,
in-a514979f51ff1106,indeed,https://www.indeed.com/viewjob?jk=a514979f51ff1106,http://www.indeed.com/job/marketing-data-analyst-mandarin-speaker-dallas-a514979f51ff1106,"Marketing Data Analyst (Mandarin Speaker, Dallas)",DKSS Distribution Inc.,2024-12-11,Mid-Level,Data Analyst,On Site,Richardson,TX,US,"Richardson,TX",54000.0,48000.0,51000.0,"Python, Bachelor, SQL, English, Chinese, Excel, R",3,Bachelor,"Python, SQL, R","English, Chinese"
